Sname,Jname,family,Jfamily,genus,Jgenus,Mizukoku
Coryphaenoides asper,ザラダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides cinereus,カラフトソコダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides filamentosus,ホクヨウソコダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides filiferus,キタノソコダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides liocephalus,ヒラガシラダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides longifilis,ヒモダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides marginatus,ヘリダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides nasutus,ハナソコダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides pectoralis,ムネダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides rudis,ダイコクヒゲ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides soyoae,クロヒゲ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides sp.'hokake-dara',ホカケダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Coryphaenoides yaquinae,シンカイヨロイダラ,Macrouridae,ソコダラ科,Coryphaenoides,ホカケダラ属,-
Corythoichthys amplexus,オビイシヨウジ,Syngnathidae,ヨウジウオ科,Corythoichthys,イシヨウジ属,-
Corythoichthys flavofasciatus,キシマイシヨウジ,Syngnathidae,ヨウジウオ科,Corythoichthys,イシヨウジ属,-
Corythoichthys haematopterus,イシヨウジ,Syngnathidae,ヨウジウオ科,Corythoichthys,イシヨウジ属,29410
Corythoichthys polynotatus,オボロイシヨウジ,Syngnathidae,ヨウジウオ科,Corythoichthys,イシヨウジ属,-
Corythoichthys schultzi,クチナガイシヨウジ,Syngnathidae,ヨウジウオ科,Corythoichthys,イシヨウジ属,-
Cosmocampus banneri,ヒナヨウジ,Syngnathidae,ヨウジウオ科,Cosmocampus,,-
Cottiusculus gonez,オキヒメカジカ,Cottidae,カジカ科,Cottiusculus,,-
Cottiusculus nihonkaiensis,ニホンキンカジカ,Cottidae,カジカ科,Cottiusculus,,-
Cottiusculus schmidti,キンカジカ,Cottidae,カジカ科,Cottiusculus,,-
Cottocomephorus grewingki,Cottocomephorus属の一種,Cottidae,カジカ科,Cottocomephorus,Cottocomephorus属,-
Cottocomephorus inermis,Cottocomephorus属の一種,Cottidae,カジカ科,Cottocomephorus,Cottocomephorus属,-
Cottoperca gobio,Cottoperca属の一種,-,-,Cottoperca,Cottoperca属,-
Cottunculus microps,Cottunculus 属の一種,Psychrolutidae,ウラナイカジカ科,Cottunculus,Cottunculus 属,-
Cottunculus thomsonii,Cottunculus 属の一種,Psychrolutidae,ウラナイカジカ科,Cottunculus,Cottunculus 属,-
Cottus aleuticus,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus amblystomopsis,エゾハナカジカ,Cottidae,カジカ科,Cottus,カジカ属,29758
Cottus asper,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus bairdii,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus beldingii,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus carolinae,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus cognatus,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus czerskii,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus dzungaricus,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus gobio,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus hangiongensis,カンキョウカジカ,Cottidae,カジカ科,Cottus,カジカ属,29756
Cottus kazika,アユカケ,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus koreanus,キビレカジカ,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus nozawae,ハナカジカ,Cottidae,カジカ科,Cottus,カジカ属,29757
Cottus perifretum,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus perplexus,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus poecilopus,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus pollux,カジカ,Cottidae,カジカ科,Cottus,カジカ属,29752
Cottus reinii,ウツセミカジカ,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus rhenanus,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus rhotheus,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus ricei,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus sp.,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus sp.ME,カジカ中卵型,Cottidae,カジカ科,Cottus,カジカ属,29753
Cottus szanaga,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cottus volki,カジカ属の一種,Cottidae,カジカ科,Cottus,カジカ属,-
Cotylopus rubripinnis,Cotylopus属の一種,-,-,Cotylopus,Cotylopus属,-
Creedia bilineata,フタスジスナギンポ,-,-,Creedia,スナギンポ属,-
Crenimugil crenilabis,フウライボラ,Mugilidae,ボラ科,Crenimugil,フウライボラ属,29424
Crenimugil heterocheilos,ナガレフウライボラ,Mugilidae,ボラ科,Crenimugil,フウライボラ属,29425
Crenimugil seheli,タイワンメナダ,Mugilidae,ボラ科,Crenimugil,フウライボラ属,29433
Cristatogobius aurimaculatus,ヒメトサカハゼ,Gobiidae,ハゼ科,Cristatogobius,トサカハゼ属,29869
Cristatogobius lophius,トサカハゼ,Gobiidae,ハゼ科,Cristatogobius,トサカハゼ属,29868
Cristatogobius nonatoae,クロトサカハゼ,Gobiidae,ハゼ科,Cristatogobius,トサカハゼ属,29870
Crossorhombus azureus,カネコダルマガレイ,Bothidae,ダルマガレイ科,Crossorhombus,,-
Crossorhombus kobensis,コウベダルマガレイ,Bothidae,ダルマガレイ科,Crossorhombus,,-
Crossorhombus valderostratus,カチドキダルマガレイ,Bothidae,ダルマガレイ科,Crossorhombus,,-
Crossosalarias macrospilus,エリグロギンポ,Blenniidae,イソギンポ科,Crossosalarias,エリグロギンポ属,-
Cryptacanthodes bergi,ハダカオオカミウオ,Cryptacanthodidae,ハダカオオカミウオ科,Cryptacanthodes,ハダカオオカミウオ属,-
Cryptocentroides insignis,ハスジマハゼ,Gobiidae,ハゼ科,Cryptocentroides,ハスジマハゼ属,29867
Cryptocentrus albidorsus,シロオビハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,30019
Cryptocentrus caeruleomaculatus,タカノハハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,30020
Cryptocentrus cinctus,ギンガハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus cyanospilotus,ホシゾラハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus cyanotaenia,ラグーンシュリンプゴビー,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus fasciatus,ムラサメハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus inexplicatus,ブチハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus melanopus,オイランハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,30021
Cryptocentrus nigrocellatus,クロホシハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus sericus,フタホシタカノハハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus shigensis,シゲハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus sp.,イトヒキハゼ属の一種,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptocentrus strigilliceps,ヒノマルハゼ,Gobiidae,ハゼ科,Cryptocentrus,イトヒキハゼ属,-
Cryptopsaras couesii,ミツクリエナガチョウチンアンコウ,Ceratiidae,ミツクリエナガチョウチンアンコウ科,Cryptopsaras,,-
Crystallias matsushimae,アバチャン,-,-,Crystallias,,-
Ctenochaetus binotatus,コクテンサザナミハギ,Acanthuridae,ニザダイ科,Ctenochaetus,サザナミハギ属,-
Ctenochaetus cyanocheilus,キンリンサザナミハギ,Acanthuridae,ニザダイ科,Ctenochaetus,サザナミハギ属,-
Ctenochaetus hawaiiensis,メイキュウサザナミハギ,Acanthuridae,ニザダイ科,Ctenochaetus,サザナミハギ属,-
Ctenochaetus striatus,サザナミハギ,Acanthuridae,ニザダイ科,Ctenochaetus,サザナミハギ属,-
Ctenogobiops aurocingulus,オビシノビハゼ,Gobiidae,ハゼ科,Ctenogobiops,シノビハゼ属,-
Ctenogobiops feroculus,ヒメシノビハゼ,Gobiidae,ハゼ科,Ctenogobiops,シノビハゼ属,-
Ctenogobiops maculosus,ホホスジシノビハゼ,Gobiidae,ハゼ科,Ctenogobiops,シノビハゼ属,-
Ctenogobiops mitodes,アオヒゲシノビハゼ,Gobiidae,ハゼ科,Ctenogobiops,シノビハゼ属,-
Ctenogobiops pomastictus,シノビハゼ,Gobiidae,ハゼ科,Ctenogobiops,シノビハゼ属,-
Ctenogobiops tangaroai,ハタタテシノビハゼ,Gobiidae,ハゼ科,Ctenogobiops,シノビハゼ属,-
Ctenopharyngodon idella,ソウギョ,Cyprinidae,コイ科,Ctenopharyngodon,ソウギョ属,29227
Ctenopharyngodon idella x Megalobrama amblycephala,ソウギョとダントボウの交配種,Cyprinidae,コイ科,Ctenopharyngodon,ソウギョ属,-
Ctenopharyngodon idella x Squaliobarbus curriculus,ソウギョとカワアカメの交配種,Cyprinidae,コイ科,Ctenopharyngodon,ソウギョ属,-
Ctenopharyngodon idellus x Elopichthys bambusa,ソウギョとガンユイの交配種,Cyprinidae,コイ科,Ctenopharyngodon,ソウギョ属,-
Ctenopoma acutirostre,レオパード・クテノポマ,-,-,Ctenopoma,クテノポマ属,-
Ctenopoma kingsleyae,キプリヌス・ルブロフスクスとダントボウの交配種,-,-,Ctenopoma,クテノポマ属,-
Ctenopoma muriei,クテノポマ属の一種,-,-,Ctenopoma,クテノポマ属,-
Cubiceps baxteri,オキメダイ,Nomeidae,エボシダイ科,Cubiceps,ボウズコンニャク属,-
Cubiceps paradoxus,ユメオキメダイ,Nomeidae,エボシダイ科,Cubiceps,ボウズコンニャク属,-
Cubiceps pauciradiatus,ホソオキメダイ,Nomeidae,エボシダイ科,Cubiceps,ボウズコンニャク属,-
Cubiceps sp.,ボウズコンニャク属の一種,Nomeidae,エボシダイ科,Cubiceps,ボウズコンニャク属,-
Cubiceps squamiceps,ボウズコンニャク,Nomeidae,エボシダイ科,Cubiceps,ボウズコンニャク属,-
Cubiceps whiteleggii,ボウズコンニャク,Nomeidae,エボシダイ科,Cubiceps,ボウズコンニャク属,-
Cyclichthys orbicularis,メイタイシガキフグ,Diodontidae,ハリセンボン科,Cyclichthys,,-
Cyclichthys spilostylus,イガグリフグ,Diodontidae,ハリセンボン科,Cyclichthys,,-
Cyclopteropsis bergi,コブフウセンウオ,Cyclopteridae,ダンゴウオ科,Cyclopteropsis,オキフウセンウオ属,-
Cyclopteropsis lindbergi,ナメフウセンウオ,Cyclopteridae,ダンゴウオ科,Cyclopteropsis,オキフウセンウオ属,-
Cyclopterus lumpus,ヨコヅナダンゴウオ,ダンゴウオ科,ダンゴウオ科,Cyclopterus,Cyclopterus属,-
Cyclothone acclinidens,センオニハダカ,Gonostomatidae,ヨコエソ科,Cyclothone,,-
Cyclothone alba,ユキオニハダカ,Gonostomatidae,ヨコエソ科,Cyclothone,,-
Cyclothone atraria,オニハダカ,Gonostomatidae,ヨコエソ科,Cyclothone,,-
Cyclothone obscura,クロオニハダカ,Gonostomatidae,ヨコエソ科,Cyclothone,,-
Cyclothone pallida,ウスオニハダカ,Gonostomatidae,ヨコエソ科,Cyclothone,,-
Cyclothone pseudopallida,ハイイロオニハダカ,Gonostomatidae,ヨコエソ科,Cyclothone,,-
Cyema atrum,ヤバネウナギ,Cyematidae,ヤバネウナギ科,Cyema,,-
Cymbacephalus beauforti,エンマゴチ,Platycephalidae,コチ科,Cymbacephalus,エンマゴチ属,29508
Cymolutes torquatus,タテヤマベラ,Labridae,ベラ科,Cymolutes,タテヤマベラ属,-
Cynoglossus abbreviatus,コウライアカシタビラメ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,30104
Cynoglossus arel,テンジクイヌノシタ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus bilineatus,オオシタビラメ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,30102
Cynoglossus gracilis,チョウセンゲンコ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus interruptus,ゲンコ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,30103
Cynoglossus itinus,ミナミアカシタビラメ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus joyneri,アカシタビラメ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,30105
Cynoglossus lighti,デンベエシタビラメ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,30106
Cynoglossus nigropinnatus,ヒレグロゲンコ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus ochiaii,オキゲンコ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus robustus,イヌノシタ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus semilaevis,カラアカシタビラメ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus sp.OTAFUKU-GENKO,オタフクゲンコ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cynoglossus yokomaru,オタフクゲンコ,Cynoglossidae,ウシノシタ科,Cynoglossus,イヌノシタ属,-
Cypho zaps,ドナンメギス,Pseudochromidae,メギス科,Cypho,Cypho属,-
Cyprinocirrhites polyactis,ウイゴンベ,Cirrhitidae,ゴンベ科,Cyprinocirrhites,ウイゴンベ属,-
Cyprinus acutidorsalis,コイ属の一種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio,コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio carpio,コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'color',コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'Furong' x Carassius auratus red var,コイとフナの交配種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'Furong' x Carassius auratus red var.,コイとフナの交配種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'Guilin',コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio haematopterus,キプリヌス・ルブロフスクス,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio haematopterus x Megalobrama amblycephala,キプリヌス・ルブロフスクスとダントボウの交配種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'mirror' x Cyprinus carpio 'singuonensis',コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio nudus,コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio specularis x Carassius cuvieri,コイとゲンゴロウブナの交配種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio var. baisenensis,コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'wananensis',コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'wuyuanensis',コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio wuyuanensis x Carassius auratus,コイとフナの交配種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio x Megalobrama amblycephala,コイとダントボウの交配種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'xingguonensis',コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus carpio 'Ying hybrid',コイ,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus megalophthalmus,コイ属の一種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus multitaeniata,コイ属の一種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus rubrofuscus,コイ属の一種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus sp.,コイ属の一種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cyprinus sp. x Carassius sp.,コイ属の一種,Cyprinidae,コイ科,Cyprinus,コイ属,-
Cypselurus angusticeps,ヒメアカトビ,Exocoetidae,トビウオ科,Cypselurus,ハマトビウオ属,-
Cypselurus heterurus doederleini,ツクシトビウオ,Exocoetidae,トビウオ科,Cypselurus,ハマトビウオ属,29467
Cypselurus hiraii,ホソトビウオ,Exocoetidae,トビウオ科,Cypselurus,ハマトビウオ属,29466
Cypselurus naresii,ウチダトビウオ,Exocoetidae,トビウオ科,Cypselurus,ハマトビウオ属,-
Cypselurus oligolepis,ハマトビウオ属の一種,Exocoetidae,トビウオ科,Cypselurus,ハマトビウオ属,-
Cypselurus poecilopterus,アヤトビウオ,Exocoetidae,トビウオ科,Cypselurus,ハマトビウオ属,29464
Cypselurus starksi,アリアケトビウオ,Exocoetidae,トビウオ科,Cypselurus,ハマトビウオ属,-
Cyttomimus affinis,アオマトウダイ,-,-,Cyttomimus,,-
Cyttopsis rosea,カゴマトウダイ,Parazenidae,ベニマトウダイ科,Cyttopsis,,-
Dactyloptena gilberti,オキセミホウボウ,Dactylopteridae,セミホウボウ科,Dactyloptena,セミホウボウ属,-
Dactyloptena orientalis,セミホウボウ,Dactylopteridae,セミホウボウ科,Dactyloptena,セミホウボウ属,29512
Dactyloptena tiltoni,トンガリセミホウボウ,Dactylopteridae,セミホウボウ科,Dactyloptena,セミホウボウ属,-
Dactylopus dactylopus,イッポンテグリ,Callionymidae,ネズッポ科,Dactylopus,イッポンテグリ属,29818
Dagetichthys marginatus,アマミウシノシタ,-,-,Dagetichthys,,30100
Daicocus peterseni,ホシセミホウボウ,-,-,Daicocus,,-
Dalatias licha,ヨロイザメ,Dalatiidae,ヨロイザメ科,Dalatias,,-
Danacetichthys galathenus,チヒロクジラウオ,Cetomimidae,クジラウオ科,Danacetichthys,,-
Danio rerio,ゼブラ・ダニオ,Cyprinidae,コイ科,Danio,ダニオ属,-
Danio sp.,ダニオ属の一種,Cyprinidae,コイ科,Danio,ダニオ属,-
